Loan-ID,Gender,Married,Dependents,Education,Self_Employed,ApplicationIncome,CoapplicationIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property Area,Loan Status
3335,Male,No,0,Graduate,No,3125,0,65,360,1,Urban,Y
3336,Male,Yes,0,Graduate,No,2333,3803,146,360,1,Rural,Y
3337,Male,Yes,3+,Graduate,No,3350,1560,135,360,1,Urban,Y
3338,Male,No,0,Graduate,No,2500,6414,187,360,,Rural,Y
3339,Female,No,0,Graduate,No,12500,0,3,360,,Urban,Y
3340,Male,No,0,Graduate,No,4667,0,12,360,1,Semiurban,Y
3341,Male,No,0,Graduate,No,6500,0,71,360,,Urban,Y
3342,Male,Yes,2,Graduate,No,7500,0,225,360,1,Urban,Y
3343,Male,No,0,Graduate,No,3073,0,7,180,1,Urban,N
3344,Male,Yes,1,Not Graduate,No,3321,2088,7,,1,Semiurban,N
3345,Male,Yes,0,Graduate,No,3333,1270,124,360,1,Urban,Y
3346,Male,No,0,Graduate,No,3391,0,132,360,1,Rural,Y
3347,Male,Yes,1,Graduate,Yes,3343,1517,15,360,1,Rural,Y
3348,Female,No,1,Graduate,No,3620,0,9,360,1,Urban,Y
3349,Male,No,0,Graduate,No,4000,0,83,84,1,Urban,Y
3350,Male,Yes,0,Graduate,No,4258,0,125,360,1,Urban,N
3351,Male,Yes,2,Graduate,No,4500,0,147,360,1,Rural,N
3352,Male,Yes,1,Graduate,No,2014,2925,12,360,1,Rural,Y
3353,Female,No,1,Graduate,No,3333,1250,11,360,1,Semiurban,N
3354,Female,No,3+,Graduate,No,4083,0,13,360,1,Semiurban,N
3355,Male,No,0,Graduate,No,4727,0,15,360,,Rural,N
3356,Male,Yes,3+,Graduate,No,3089,2999,1,240,1,Rural,Y
3357,Male,Yes,3+,Not Graduate,No,6794,528,139,360,,Urban,Y
3358,Male,Yes,0,Graduate,Yes,32000,0,55,360,1,Semiurban,Y
3359,Male,Yes,2,Graduate,Yes,10890,0,26,120,1,Rural,Y
3360,Female,No,0,Graduate,No,12941,0,15,300,1,Urban,Y
3361,Male,No,0,Not Graduate,No,3276,0,9,360,1,Semiurban,Y
3362,Male,No,0,Not Graduate,Yes,8703,0,199,360,,Rural,Y
3363,Male,Yes,1,Graduate,No,4742,717,139,360,1,Semiurban,N
3364,Male,No,0,Graduate,No,5900,0,15,360,1,Urban,Y
3365,Male,No,0,Graduate,No,3071,4309,18,360,1,Urban,N
3366,Male,Yes,0,Graduate,No,2783,1456,113,360,1,Urban,Y
3467,Male,No,0,Graduate,No,5000,0,148,360,1,Rural,N
3468,Male,Yes,1,Not Graduate,No,2463,2360,117,360,,Urban,N
3469,Male,Yes,2,Graduate,No,4855,0,72,360,1,Rural,Y
3470,Male,No,0,Not Graduate,Yes,1599,2474,125,300,1,Semiurban,Y
3471,Male,Yes,2,Graduate,Yes,4246,4246,214,360,1,Urban,Y
3472,Male,Yes,0,Graduate,No,4333,2291,133,350,1,Rural,Y
3473,Male,No,1,Graduate,No,5823,2529,187,360,1,Semiurban,Y
3474,Male,Yes,0,Not Graduate,No,7895,0,143,360,1,Rural,Y
3475,Male,No,0,Graduate,No,4150,4256,29,360,1,Rural,Y
3476,Male,No,0,Graduate,No,2964,0,84,360,,Semiurban,N
3477,Male,No,0,Graduate,No,5583,0,116,360,1,Urban,N
3478,Female,No,0,Graduate,No,2708,0,65,360,1,Rural,Y
3479,Male,No,1,Graduate,No,3180,2370,8,240,1,Rural,Y
3480,Male,No,0,Not Graduate,No,2268,0,17,360,,Semiurban,Y
3481,Male,No,2,Not Graduate,No,1141,2017,12,360,,Urban,N
3482,Male,Yes,0,Graduate,No,3042,3167,135,360,1,Urban,Y
3483,Female,Yes,3+,Graduate,No,1750,2935,94,360,,Semiurban,N
3484,Female,Yes,1,Graduate,No,3564,0,79,360,1,Rural,Y
3485,Female,No,0,Graduate,No,3958,0,11,360,1,Rural,Y
3486,Male,Yes,2,Not Graduate,No,4483,0,13,360,1,Rural,Y
3487,Male,Yes,0,Graduate,No,5225,0,143,360,1,Rural,N
3488,Male,No,0,Graduate,No,3017,2845,159,180,,Urban,Y
3489,Male,Yes,0,Not Graduate,No,2431,1820,11,360,,Rural,N
3490,Male,Yes,2,Graduate,No,4912,4614,16,360,1,Rural,Y
3491,Male,Yes,2,Not Graduate,No,2500,3333,131,360,1,Urban,Y
3492,Female,No,0,Graduate,No,2918,0,65,360,1,Rural,N
3493,Male,Yes,2,Graduate,No,5128,0,143,360,1,Rural,Y
3494,Male,Yes,3+,Graduate,No,15312,0,187,360,1,Urban,N
3495,Male,Yes,2,Graduate,No,3958,2632,16,360,1,Semiurban,N
3496,Male,Yes,0,Graduate,No,4334,2945,165,360,1,Semiurban,N
3597,Male,Yes,2,Graduate,No,4358,0,11,360,1,Urban,Y
3598,Female,Yes,1,Graduate,No,4000,3917,173,360,1,Rural,N
3599,Male,Yes,3+,Graduate,No,10166,750,15,,1,Urban,Y
3500,Male,Yes,0,Not Graduate,No,4483,0,135,360,1,Semiurban,Y
3501,Male,Yes,2,Not Graduate,No,4521,1184,15,360,1,Semiurban,N
3502,Male,Yes,2,Graduate,No,9167,0,235,360,1,Semiurban,Y
3503,Male,Yes,0,Not Graduate,No,13083,0,,360,1,Rural,Y
3504,Male,Yes,2,Graduate,No,7874,3967,336,360,1,Rural,Y
3505,Female,Yes,1,Graduate,No,4333,0,132,840,1,Rural,Y
3506,Male,No,0,Graduate,No,4083,0,96,360,1,Urban,N
3507,Male,Yes,2,Not Graduate,No,3785,2912,18,360,,Rural,N
3508,Male,Yes,3+,Not Graduate,No,2654,1998,128,360,,Rural,Y
3509,Male,Yes,1,Graduate,No,10000,2690,412,360,1,Semiurban,Y
3510,Male,No,0,Graduate,Yes,5833,0,116,360,1,Urban,N
3511,Male,Yes,1,Graduate,No,4796,0,114,360,,Semiurban,Y
3512,Male,Yes,0,Not Graduate,No,2000,1600,115,360,1,Rural,Y
3513,Male,Yes,2,Graduate,No,2540,700,14,360,,Urban,Y
3514,Male,Yes,0,Graduate,Yes,1900,1442,88,360,1,Rural,N
3515,Male,Yes,0,Graduate,Yes,8706,0,18,480,1,Rural,Y
3516,Male,Yes,3+,Not Graduate,No,2855,542,9,360,1,Urban,Y
3517,Male,Yes,1,Graduate,No,3016,1300,1,360,1,Urban,N
3518,Female,Yes,0,Graduate,No,3159,2374,18,360,1,Semiurban,Y
3519,Female,No,0,Graduate,No,1937,1152,78,360,1,Semiurban,Y
3520,Male,Yes,0,Graduate,No,2613,2417,123,360,1,Semiurban,Y
3521,Male,Yes,1,Graduate,No,4960,2600,187,360,1,Semiurban,Y
3522,Male,Yes,1,Graduate,No,3074,1083,146,360,1,Semiurban,Y
3523,Female,No,0,Graduate,No,4213,0,8,360,1,Urban,Y
3524,Female,No,1,Not Graduate,No,2038,4027,1,360,1,Rural,N
3525,Female,No,0,Graduate,No,2362,0,55,360,1,Urban,N
3526,Male,No,0,Graduate,No,5333,2400,2,360,,Rural,N
3527,Male,Yes,3+,Graduate,Yes,5384,0,15,360,1,Semiurban,Y
3628,Male,No,0,Graduate,No,5708,0,15,360,1,Rural,Y
3629,Male,Yes,0,Not Graduate,No,3754,3719,118,,1,Rural,Y
3630,Male,Yes,0,Not Graduate,No,2914,2130,15,300,1,Urban,Y
3631,Male,Yes,0,Not Graduate,No,2747,2458,118,360,1,Semiurban,N
3632,Male,Yes,0,Graduate,No,7830,2183,212,360,1,Rural,Y
3633,Male,Yes,1,Graduate,Yes,3507,3148,212,360,1,Rural,N
3634,Male,Yes,1,Graduate,No,3747,2139,125,360,1,Urban,Y
3635,Male,Yes,0,Graduate,No,2166,2166,18,360,1,Urban,N
3636,Male,Yes,0,Not Graduate,No,3500,2168,149,360,1,Rural,Y
3637,Male,Yes,2,Not Graduate,No,2896,0,8,480,1,Urban,Y
3638,Female,No,1,Graduate,No,5062,0,152,300,1,Rural,Y
3639,Female,No,2,Graduate,Yes,5184,0,187,360,,Semiurban,Y
3640,Female,No,0,Graduate,No,2545,0,74,360,1,Urban,N
3641,Male,Yes,0,Graduate,No,2553,1768,12,360,1,Urban,N
3642,Male,Yes,1,Graduate,No,3436,3809,1,360,1,Rural,Y
3643,Male,No,0,Graduate,No,2412,2755,13,360,1,Rural,Y
3644,Male,Yes,3+,Not Graduate,No,5180,0,125,360,,Urban,Y
3645,Male,No,0,Graduate,No,14911,14507,13,360,1,Semiurban,Y
3646,Female,No,0,Graduate,Yes,2860,2988,138,360,1,Urban,Y
3647,Male,Yes,0,Graduate,No,1173,1594,28,180,1,Rural,Y
3648,Female,No,1,Graduate,No,7600,0,92,360,1,Semiurban,Y
3649,Female,Yes,0,Graduate,No,2157,1788,14,360,1,Urban,Y
3650,Male,No,0,Graduate,No,2231,2774,176,360,,Urban,Y
3651,Female,No,0,Graduate,No,2274,5211,117,360,,Semiurban,N
3652,Male,Yes,2,Not Graduate,No,6166,13983,12,360,1,Rural,Y
3653,Male,Yes,2,Not Graduate,No,2513,1110,17,360,1,Semiurban,Y
3654,Male,No,0,Graduate,No,4333,0,66,480,1,Urban,Y
3655,Male,No,0,Not Graduate,No,3844,0,15,360,1,Urban,Y
3656,Male,Yes,0,Graduate,No,3887,1517,15,360,,Semiurban,N
3657,Male,Yes,0,Graduate,No,3510,828,15,360,1,Semiurban,Y
3758,Male,Yes,0,Graduate,No,2539,1704,125,360,,Rural,Y
3759,Female,No,0,Not Graduate,No,2107,0,64,360,1,Semiurban,Y
3760,Female,Yes,0,Graduate,No,3186,3145,15,180,,Semiurban,N
3761,Male,Yes,2,Graduate,Yes,5000,2166,15,360,1,Urban,Y
3762,Male,Yes,1,Graduate,No,10000,0,,360,1,Urban,Y
3763,Male,Yes,0,Not Graduate,Yes,3943,0,64,360,1,Semiurban,Y
3764,Male,No,0,Graduate,No,2925,0,4,180,1,Rural,Y
3765,Male,Yes,3+,Graduate,No,3242,437,142,480,,Urban,N
3766,Male,Yes,1,Graduate,No,3863,0,7,300,1,Semiurban,N
3767,Female,No,1,Graduate,No,4028,0,131,360,1,Semiurban,Y
3768,Male,Yes,2,Graduate,No,4010,1025,12,360,1,Urban,Y
3769,Female,Yes,1,Graduate,No,3719,1585,114,360,1,Urban,N
3770,Male,No,0,Graduate,No,2858,0,123,360,,Rural,Y
3771,Female,Yes,0,Graduate,No,3833,0,92,360,1,Rural,N
3772,Male,Yes,0,Graduate,No,3333,4288,16,360,1,Urban,N
3773,Male,Yes,0,Graduate,No,3007,3725,151,360,1,Rural,N
3774,Female,No,1,Graduate,No,1850,4583,81,360,1,Rural,N
3775,Male,Yes,3+,Not Graduate,No,2792,2619,171,360,1,Semiurban,Y
3776,Male,Yes,0,Graduate,No,2982,1550,11,360,1,Semiurban,Y
3777,Male,No,0,Graduate,No,3417,738,1,360,1,Rural,N
3778,Male,Yes,1,Graduate,No,18840,0,234,360,1,Rural,Y
3779,Male,Yes,2,Graduate,No,2995,1120,184,360,1,Rural,Y
3780,Male,No,1,Graduate,No,3579,3308,138,360,1,Semiurban,Y
3781,Female,Yes,1,Not Graduate,No,3835,1400,112,480,,Urban,Y
3782,Female,No,1,Not Graduate,No,3854,3575,117,360,1,Rural,Y
3783,Male,Yes,2,Graduate,No,5833,750,49,360,,Rural,N
3784,Male,No,0,Graduate,No,3508,0,99,360,1,Rural,Y
3785,Female,Yes,3+,Not Graduate,No,1635,2444,99,360,1,Urban,Y
3786,Female,No,0,Graduate,Yes,3333,3916,212,360,1,Rural,Y
3787,Male,No,1,Graduate,No,24797,0,24,360,1,Semiurban,Y
3888,Male,Yes,2,Graduate,No,5667,440,13,360,,Semiurban,Y
3889,Female,No,0,Graduate,No,3500,0,94,360,,Semiurban,Y
3890,Male,Yes,3+,Graduate,No,2773,1497,18,360,1,Semiurban,Y
3891,Male,Yes,0,Graduate,No,6500,0,144,360,1,Urban,Y
3892,Female,No,0,Graduate,No,5769,0,11,180,1,Semiurban,Y
3893,Male,Yes,3+,Not Graduate,No,3634,910,176,360,,Semiurban,Y
3894,Female,No,0,Graduate,No,29167,0,185,360,1,Semiurban,Y
3895,Male,No,0,Graduate,No,2166,2057,122,360,1,Semiurban,N
3896,Male,Yes,0,Graduate,No,5000,0,126,360,1,Rural,Y
3897,Female,No,0,Graduate,No,5530,0,135,360,1,Urban,Y
3898,Male,No,0,Not Graduate,No,9000,0,122,360,1,Rural,Y
3899,Female,Yes,2,Graduate,No,10000,11666,46,360,1,Urban,N
3800,Male,Yes,1,Graduate,No,8750,0,297,360,1,Urban,Y
3801,Male,Yes,0,Not Graduate,No,2157,2730,14,360,1,Rural,N
3802,Male,No,0,Graduate,No,1972,4347,16,360,1,Rural,Y
3803,Male,No,0,Graduate,No,4983,0,141,360,1,Urban,Y
3804,Male,Yes,1,Graduate,No,8333,4000,,360,1,Urban,Y
3805,Male,Yes,0,Graduate,No,3667,2000,,360,1,Semiurban,Y
3806,Male,Yes,2,Graduate,No,3166,2833,145,360,1,Urban,N
3807,Male,No,0,Not Graduate,No,3271,0,9,360,1,Rural,Y
3808,Female,Yes,0,Graduate,No,2241,2000,88,360,,Urban,N
3809,Male,Yes,1,Not Graduate,No,1792,2565,128,360,1,Urban,Y
3810,Female,Yes,0,Graduate,No,2666,0,84,480,1,Semiurban,Y
3811,Female,No,0,Graduate,No,6478,0,18,360,1,Semiurban,Y
3812,Male,No,0,Not Graduate,No,3808,0,83,360,1,Rural,Y
3813,Female,Yes,2,Not Graduate,No,3729,0,117,360,1,Semiurban,N
3814,Male,Yes,2,Graduate,No,4120,0,128,360,1,Rural,N
3815,Male,Yes,1,Graduate,Yes,7500,0,75,360,1,Urban,N
3816,Male,Yes,1,Graduate,No,6300,0,125,360,,Urban,Y
3817,Female,No,1,Graduate,Yes,14987,0,177,360,1,Rural,Y
3918,Female,Yes,1,Not Graduate,Yes,570,2125,68,360,1,Rural,Y
3919,Male,Yes,0,Graduate,No,2600,700,96,360,1,Semiurban,Y
3920,Male,No,2,Not Graduate,No,2733,1083,18,360,1,Semiurban,N
3921,Male,Yes,2,Graduate,Yes,7500,0,183,360,1,Rural,Y
3922,Male,Yes,2,Not Graduate,No,3859,0,121,360,1,Rural,N
3923,Male,Yes,1,Graduate,No,6825,0,162,360,1,Rural,N
3924,Male,Yes,0,Graduate,No,3708,4700,132,360,1,Semiurban,Y
3925,Male,No,0,Graduate,No,5314,0,147,360,1,Urban,Y
3926,Female,No,3+,Graduate,No,2366,5272,153,360,,Rural,Y
3927,Male,No,1,Graduate,No,2066,2108,14,84,1,Urban,Y
3928,Male,Yes,2,Graduate,No,5000,0,149,360,1,Rural,Y
3929,Female,No,0,Graduate,No,3767,0,134,300,1,Urban,N
3930,Female,Yes,0,Graduate,No,7859,879,165,180,1,Semiurban,Y
3931,Female,Yes,0,Graduate,No,4283,0,12,360,1,Rural,Y
3932,Male,Yes,0,Not Graduate,No,1700,2900,67,360,,Urban,Y
3933,Female,No,0,Not Graduate,No,4768,0,125,360,1,Rural,Y
3934,Male,No,0,Graduate,No,3083,2738,12,360,1,Urban,N
3935,Male,Yes,1,Graduate,No,2667,1542,148,360,1,Rural,Y
3936,Female,Yes,0,Not Graduate,No,1647,1762,181,360,1,Urban,Y
3937,Male,Yes,3+,Graduate,No,3400,0,8,120,1,Urban,Y
3938,Male,No,1,Graduate,No,16000,5000,4,360,1,Semiurban,Y
3939,Male,Yes,0,Graduate,No,5333,0,9,360,1,Rural,Y
3940,Male,No,0,Graduate,No,2875,2416,95,600,,Semiurban,N
3941,Male,Yes,1,Not Graduate,No,2600,618,122,360,1,Semiurban,Y
3942,Male,Yes,2,Graduate,No,5041,700,15,360,1,Urban,Y
3943,Male,Yes,3+,Graduate,Yes,6958,1411,15,360,1,Rural,N
3944,Male,Yes,1,Graduate,No,3500,1658,14,360,1,Semiurban,Y
3945,Male,Yes,0,Graduate,No,5509,0,143,360,1,Rural,Y
3946,Male,Yes,3+,Graduate,No,9699,0,3,360,1,Urban,Y
3947,Female,Yes,1,Not Graduate,No,3621,2717,171,360,1,Urban,Y
4048,Female,Yes,0,Graduate,No,4709,0,113,360,1,Semiurban,Y
4049,Male,Yes,0,Graduate,No,1516,1951,35,360,1,Semiurban,Y
4050,Male,No,2,Graduate,No,2400,0,46,360,1,Urban,Y
4051,Female,No,0,Not Graduate,No,3015,2000,145,360,1,Urban,Y
4052,Male,Yes,0,Graduate,No,2292,1558,119,360,1,Urban,Y
4053,Male,Yes,1,Graduate,Yes,2360,3355,87,240,1,Rural,N
4054,Female,No,0,Graduate,No,4333,2333,162,360,,Rural,Y
4055,Male,Yes,0,Graduate,Yes,2623,4831,122,180,1,Semiurban,N
4056,Male,No,0,Graduate,Yes,3972,4275,187,360,1,Rural,N
4057,Male,Yes,3+,Not Graduate,No,3522,0,81,180,1,Rural,Y
4058,Male,Yes,1,Graduate,No,4700,0,8,360,1,Urban,Y
4059,Male,No,0,Graduate,No,6858,0,176,360,1,Rural,Y
4060,Male,Yes,3+,Graduate,No,8334,0,26,360,1,Urban,Y
4061,Male,Yes,0,Graduate,No,3391,1966,133,360,,Rural,N
4062,Male,No,0,Not Graduate,No,2868,0,7,360,1,Urban,Y
4063,Male,Yes,2,Not Graduate,No,3418,1380,135,360,1,Urban,Y
4064,Male,Yes,0,Graduate,Yes,2500,296,137,300,1,Rural,Y
4065,Male,Yes,2,Graduate,No,8667,0,254,360,1,Rural,Y
4066,Male,No,0,Graduate,No,2283,15000,16,360,1,Rural,N
4067,Male,Yes,0,Graduate,No,5817,910,19,360,1,Urban,Y
4068,Male,Yes,0,Graduate,No,5119,3769,12,360,1,Rural,N
4069,Male,Yes,3+,Not Graduate,No,5316,187,158,180,,Semiurban,Y
4070,Male,Yes,3+,Graduate,No,7603,1213,197,360,1,Urban,Y
4071,Male,Yes,1,Graduate,No,3791,1936,85,360,1,Urban,Y
4072,Male,No,0,Graduate,No,2500,0,6,360,1,Urban,N
4073,Male,Yes,2,Not Graduate,No,3132,0,76,360,1,Rural,N
4074,Male,No,0,Graduate,No,4000,2667,152,360,1,Semiurban,Y
4075,Female,Yes,0,Graduate,No,8550,4255,96,360,1,Urban,N
4076,Male,Yes,1,Graduate,No,2269,2167,99,360,1,Semiurban,Y
4077,Male,Yes,3+,Not Graduate,Yes,4009,1777,113,360,1,Urban,Y
4178,Male,Yes,0,Graduate,No,4158,709,115,360,1,Urban,Y
4179,Male,No,0,Graduate,No,3250,1993,126,360,1,Semiurban,Y
4180,Male,Yes,0,Graduate,No,5000,2393,158,360,1,Rural,N
4181,Male,No,0,Graduate,Yes,9200,0,98,180,1,Rural,N
4182,Male,No,0,Graduate,No,5849,0,,360,1,Urban,N
4183,Male,Yes,1,Graduate,No,4583,1508,128,360,1,Rural,Y
4184,Male,Yes,0,Graduate,Yes,3000,0,66,360,1,Urban,N
4185,Male,Yes,0,Not Graduate,No,2583,2358,12,360,1,Urban,Y
4186,Male,No,0,Graduate,No,6000,0,141,360,1,Urban,Y
4187,Male,Yes,2,Graduate,Yes,5417,4196,267,360,1,Urban,Y
4188,Male,Yes,0,Not Graduate,No,2333,1516,95,360,1,Urban,N
4189,Male,Yes,3+,Graduate,No,3036,2504,158,360,,Semiurban,Y
4190,Male,Yes,2,Graduate,No,4006,1526,168,360,1,Urban,Y
4191,Male,Yes,1,Graduate,No,12841,10968,349,360,1,Semiurban,Y
4192,Male,Yes,2,Graduate,No,3200,700,7,360,1,Urban,Y
4193,Male,Yes,2,Graduate,No,2500,1840,19,360,1,Urban,N
4194,Male,Yes,2,Graduate,No,3073,8106,2,360,1,Urban,Y
4195,Male,No,0,Graduate,No,1853,2840,114,360,1,Rural,Y
4196,Male,Yes,2,Graduate,No,1299,1086,17,120,1,Urban,Y
4197,Male,No,0,Graduate,No,4950,0,125,360,1,Urban,Y
4198,Male,No,1,Not Graduate,No,3596,0,1,240,1,Urban,Y
4199,Female,No,0,Graduate,No,3510,0,76,360,,Urban,N
4100,Male,Yes,0,Not Graduate,No,4887,0,133,360,1,Rural,Y
4101,Male,Yes,0,Graduate,No,2600,3500,115,,1,Urban,Y
4102,Male,Yes,0,Not Graduate,No,7660,0,14,360,,Urban,N
4103,Male,Yes,1,Graduate,No,5955,5625,315,360,1,Urban,Y
4104,Male,Yes,0,Not Graduate,No,2600,1911,116,360,,Semiurban,Y
4105,Female,Yes,2,Not Graduate,No,3365,1917,112,360,,Rural,Y
4106,Male,Yes,1,Graduate,No,3717,2925,151,360,1,Semiurban,Y
4107,Male,Yes,0,Graduate,Yes,9560,0,191,360,1,Semiurban,Y
4108,Male,Yes,0,Graduate,No,2799,2253,122,360,1,Semiurban,Y
4209,Male,Yes,2,Not Graduate,No,4226,1040,11,360,1,Urban,Y
4210,Male,No,0,Not Graduate,No,1442,0,35,360,1,Urban,Y
4211,Female,No,2,Graduate,No,3750,2083,12,360,1,Semiurban,N
4212,Male,Yes,1,Graduate,No,4166,3369,21,360,1,Urban,Y
4213,Male,No,0,Graduate,No,3167,0,74,360,1,Urban,Y
4214,Male,No,1,Graduate,Yes,4692,0,16,360,1,Rural,N
4215,Male,Yes,0,Graduate,No,3500,1667,114,360,1,Semiurban,N
4216,Male,No,3+,Graduate,No,12500,3000,32,360,1,Rural,N
4217,Male,Yes,0,Graduate,No,2275,2067,,360,1,Urban,Y
4218,Male,Yes,0,Graduate,No,1828,1330,1,,,Urban,Y
4219,Female,Yes,0,Graduate,No,3667,1459,144,360,1,Semiurban,N
4220,Male,No,0,Graduate,No,4166,7210,184,360,1,Urban,Y
4221,Male,No,0,Not Graduate,No,3748,1668,11,360,1,Semiurban,Y
4222,Male,No,0,Graduate,No,3600,0,8,360,1,Urban,Y
4223,Male,No,0,Graduate,No,1800,1213,47,360,1,Urban,N
4224,Male,Yes,0,Graduate,No,2400,0,75,360,1,Urban,N
4225,Male,Yes,0,Graduate,No,3941,2336,134,360,1,Semiurban,N
4226,Male,Yes,0,Not Graduate,Yes,4695,0,96,,1,Urban,Y
4227,Female,No,0,Graduate,No,3410,0,88,,1,Urban,N
4228,Male,Yes,1,Graduate,No,5649,0,44,360,1,Urban,Y
4229,Male,Yes,0,Graduate,No,5821,0,144,360,1,Urban,N
4230,Female,Yes,0,Graduate,No,2645,3440,12,360,,Urban,Y
4231,Female,No,0,Graduate,No,4000,2275,144,360,1,Semiurban,N
4232,Female,Yes,0,Not Graduate,No,1928,1644,1,360,1,Semiurban,N
4233,Female,No,0,Graduate,No,3086,0,12,360,1,Semiurban,Y
4234,Female,No,0,Graduate,No,4230,0,112,360,1,Semiurban,Y
4235,Male,Yes,2,Graduate,No,4616,0,134,360,1,Urban,Y
4236,Female,Yes,1,Graduate,Yes,11500,0,286,360,,Urban,N
4237,Male,Yes,2,Graduate,No,2708,1167,97,360,1,Semiurban,Y
4238,Male,Yes,0,Graduate,No,2132,1591,96,360,1,Semiurban,N
4339,Male,Yes,0,Graduate,No,3366,2200,135,360,1,Rural,Y
4340,Male,Yes,1,Graduate,No,8080,2250,18,360,1,Urban,Y
4341,Male,Yes,2,Not Graduate,No,3357,2859,144,360,1,Urban,N
4342,Male,Yes,0,Graduate,No,2500,3796,12,360,1,Urban,Y
4343,Male,Yes,3+,Graduate,No,3029,0,99,360,1,Urban,Y
4344,Male,Yes,0,Not Graduate,Yes,2609,3449,165,180,,Rural,Y
4345,Male,Yes,1,Graduate,No,4945,0,,360,,Rural,Y
4346,Female,No,0,Graduate,No,4166,0,116,360,,Semiurban,N
4347,Male,Yes,0,Graduate,No,5726,4595,258,360,1,Semiurban,Y
4348,Male,No,0,Not Graduate,No,3200,2254,126,180,,Urban,Y
4349,Male,Yes,1,Graduate,No,10750,0,312,360,1,Urban,Y
4350,Male,Yes,3+,Not Graduate,Yes,7100,0,125,600,1,Urban,Y
4351,Female,No,0,Graduate,No,4300,0,136,360,,Semiurban,Y
4352,Male,Yes,0,Graduate,No,3208,3066,172,360,1,Urban,Y
4353,Male,Yes,2,Not Graduate,Yes,1875,1875,97,360,1,Semiurban,N
4354,Male,No,0,Graduate,No,3500,0,81,300,1,Semiurban,Y
4355,Male,Yes,3+,Not Graduate,No,4755,0,95,,,Semiurban,Y
4356,Male,Yes,3+,Graduate,Yes,5266,1774,187,360,1,Semiurban,Y
4357,Male,No,0,Graduate,No,3750,0,113,480,1,Urban,Y
4358,Male,No,0,Graduate,No,3750,4750,176,360,1,Urban,Y
4359,Male,Yes,1,Graduate,Yes,1000,3022,11,360,1,Urban,Y
4360,Male,Yes,3+,Graduate,No,3167,4000,18,300,,Semiurban,Y
4361,Male,Yes,3+,Not Graduate,Yes,3333,2166,13,360,1,Semiurban,Y
4362,Female,No,0,Graduate,No,3846,0,111,360,1,Semiurban,N
4363,Male,Yes,1,Graduate,Yes,2395,0,,360,1,Semiurban,N
4364,Female,Yes,2,Graduate,No,1378,1881,167,360,1,Urban,N
4365,Male,Yes,0,Graduate,No,6000,2250,265,360,1,Semiurban,N
4366,Male,Yes,1,Graduate,No,3988,0,5,240,1,Urban,Y
4367,Male,No,0,Graduate,No,2366,2531,136,360,1,Semiurban,N
4468,Male,Yes,2,Not Graduate,No,3333,2000,99,360,1,Semiurban,Y
4469,Male,Yes,0,Graduate,No,2500,2118,14,360,1,Semiurban,Y
4470,Male,No,0,Graduate,No,8566,0,21,360,1,Urban,Y
4471,Male,Yes,0,Graduate,No,5695,4167,175,360,1,Semiurban,Y
4472,Male,Yes,0,Graduate,No,2958,2900,131,360,1,Semiurban,N
4473,Male,Yes,2,Graduate,No,6250,5654,188,180,1,Semiurban,Y
4474,Male,Yes,2,Not Graduate,No,3273,1820,81,360,1,Urban,N
4475,Male,No,0,Graduate,No,4133,0,122,360,1,Semiurban,Y
4476,Male,No,0,Not Graduate,No,3620,0,25,120,1,Semiurban,Y
4477,Male,No,0,Graduate,No,6782,0,,360,1,Urban,Y
4478,Female,Yes,0,Graduate,No,2484,2302,137,360,1,Semiurban,Y
4479,Male,Yes,0,Graduate,No,1977,997,5,360,1,Semiurban,N
4480,Male,Yes,0,Not Graduate,No,4188,0,115,180,1,Semiurban,Y
4481,Male,Yes,0,Graduate,No,1759,3541,131,360,1,Semiurban,N
4482,Male,Yes,2,Not Graduate,No,4288,3263,133,180,1,Urban,Y
4483,Male,No,0,Graduate,No,4843,3806,151,360,1,Semiurban,Y
4484,Male,Yes,1,Graduate,No,13650,0,,360,1,Urban,N
4485,Male,Yes,0,Graduate,No,4652,0,,360,1,Semiurban,Y
4486,Male,No,1,Graduate,No,3816,754,16,360,1,Urban,N
4487,Male,Yes,0,Graduate,No,3052,1030,1,360,1,Urban,Y
4488,Male,Yes,2,Graduate,No,11417,1126,225,360,1,Urban,Y
4489,Male,No,0,Not Graduate,No,7333,0,12,360,1,Rural,Y
4490,Male,Yes,2,Graduate,No,3800,3600,216,360,,Urban,Y
4491,Male,Yes,3+,Not Graduate,No,2071,754,94,480,1,Semiurban,Y
4492,Male,No,0,Graduate,No,5316,0,136,360,1,Urban,N
4493,Female,Yes,0,Graduate,No,2929,2333,139,360,1,Semiurban,Y
4494,Male,Yes,0,Not Graduate,No,3572,4114,152,,,Rural,N
4495,Female,No,1,Graduate,Yes,7451,0,,360,1,Semiurban,Y
4496,Male,No,0,Graduate,No,5050,0,118,360,1,Semiurban,Y
4497,Male,Yes,1,Graduate,No,14583,0,185,180,1,Rural,Y
4598,Female,Yes,0,Graduate,No,3167,2283,154,360,1,Semiurban,Y
4599,Male,Yes,1,Graduate,No,2214,1398,85,360,1,Urban,Y
4500,Male,Yes,0,Graduate,No,5568,2142,175,360,1,Rural,Y
4501,Female,No,0,Graduate,No,10408,0,259,360,1,Urban,N
4502,Male,Yes,1,Graduate,No,5667,2667,18,360,1,Rural,N
4503,Female,No,0,Graduate,No,4166,0,44,360,1,Semiurban,Y
